,city_id,abbr,city,metric_name,group_name,est,state,population,lat,lon,walk_score,transit_score,bike_score
3183,504,CA,Chino Hills,Cardiovascular disease deaths,white,267.5,California,76572,33.9898188,-117.7325848,,,
3184,80,CA,Chula Vista,Cardiovascular disease deaths,asian,121.1,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3185,80,CA,Chula Vista,Cardiovascular disease deaths,black,239.5,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3186,80,CA,Chula Vista,Cardiovascular disease deaths,female,144.3,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3187,80,CA,Chula Vista,Cardiovascular disease deaths,hispanic,136.6,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3188,80,CA,Chula Vista,Cardiovascular disease deaths,male,218.5,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3189,80,CA,Chula Vista,Cardiovascular disease deaths,total population,175.9,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3190,80,CA,Chula Vista,Cardiovascular disease deaths,white,171.5,California,256780,32.6400541,-117.0841955,45.6,35.4,41.2
3191,411,CA,Citrus Heights,Cardiovascular disease deaths,asian,161.6,California,85285,38.7071247,-121.2810611,,,
3192,411,CA,Citrus Heights,Cardiovascular disease deaths,black,272.5,California,85285,38.7071247,-121.2810611,,,
3193,411,CA,Citrus Heights,Cardiovascular disease deaths,female,170.5,California,85285,38.7071247,-121.2810611,,,
3194,411,CA,Citrus Heights,Cardiovascular disease deaths,hispanic,151.2,California,85285,38.7071247,-121.2810611,,,
3195,411,CA,Citrus Heights,Cardiovascular disease deaths,male,289.8,California,85285,38.7071247,-121.2810611,,,
3196,411,CA,Citrus Heights,Cardiovascular disease deaths,total population,213.6,California,85285,38.7071247,-121.2810611,,,
3197,411,CA,Citrus Heights,Cardiovascular disease deaths,white,207.6,California,85285,38.7071247,-121.2810611,,,
3198,140,CA,Clovis,Cardiovascular disease deaths,asian,201.7,California,99769,36.8252277,-119.7029194,,,
3199,140,CA,Clovis,Cardiovascular disease deaths,black,334.6,California,99769,36.8252277,-119.7029194,,,
3200,140,CA,Clovis,Cardiovascular disease deaths,female,198.4,California,99769,36.8252277,-119.7029194,,,
3201,140,CA,Clovis,Cardiovascular disease deaths,hispanic,175.7,California,99769,36.8252277,-119.7029194,,,
3202,140,CA,Clovis,Cardiovascular disease deaths,male,321.6,California,99769,36.8252277,-119.7029194,,,
3203,140,CA,Clovis,Cardiovascular disease deaths,total population,249.7,California,99769,36.8252277,-119.7029194,,,
3204,140,CA,Clovis,Cardiovascular disease deaths,white,239.1,California,99769,36.8252277,-119.7029194,,,
3205,999,CA,Compton,Cardiovascular disease deaths,asian,137.7,California,97877,33.8958492,-118.2200712,,,
3206,999,CA,Compton,Cardiovascular disease deaths,black,308.5,California,97877,33.8958492,-118.2200712,,,
3207,999,CA,Compton,Cardiovascular disease deaths,female,278.0,California,97877,33.8958492,-118.2200712,,,
3208,999,CA,Compton,Cardiovascular disease deaths,hispanic,160.6,California,97877,33.8958492,-118.2200712,,,
3209,999,CA,Compton,Cardiovascular disease deaths,male,470.9,California,97877,33.8958492,-118.2200712,,,
3210,999,CA,Compton,Cardiovascular disease deaths,total population,357.1,California,97877,33.8958492,-118.2200712,,,
3211,999,CA,Compton,Cardiovascular disease deaths,white,217.8,California,97877,33.8958492,-118.2200712,,,
3212,95,CA,Concord,Cardiovascular disease deaths,asian,108.4,California,125880,37.9779776,-122.0310733,,,
3213,95,CA,Concord,Cardiovascular disease deaths,black,248.4,California,125880,37.9779776,-122.0310733,,,
3214,95,CA,Concord,Cardiovascular disease deaths,female,137.2,California,125880,37.9779776,-122.0310733,,,
3215,95,CA,Concord,Cardiovascular disease deaths,hispanic,118.0,California,125880,37.9779776,-122.0310733,,,
3216,95,CA,Concord,Cardiovascular disease deaths,male,227.5,California,125880,37.9779776,-122.0310733,,,
3217,95,CA,Concord,Cardiovascular disease deaths,total population,176.8,California,125880,37.9779776,-122.0310733,,,
3218,95,CA,Concord,Cardiovascular disease deaths,white,153.2,California,125880,37.9779776,-122.0310733,,,
3219,626,CA,Corona,Cardiovascular disease deaths,asian,131.9,California,159503,33.8752935,-117.5664384,,,
3220,626,CA,Corona,Cardiovascular disease deaths,black,279.6,California,159503,33.8752935,-117.5664384,,,
3221,626,CA,Corona,Cardiovascular disease deaths,female,222.4,California,159503,33.8752935,-117.5664384,,,
3222,626,CA,Corona,Cardiovascular disease deaths,hispanic,164.1,California,159503,33.8752935,-117.5664384,,,
3223,626,CA,Corona,Cardiovascular disease deaths,male,308.3,California,159503,33.8752935,-117.5664384,,,
3224,626,CA,Corona,Cardiovascular disease deaths,total population,260.9,California,159503,33.8752935,-117.5664384,,,
3225,626,CA,Corona,Cardiovascular disease deaths,white,228.3,California,159503,33.8752935,-117.5664384,,,
3226,427,CA,Costa Mesa,Cardiovascular disease deaths,asian,120.2,California,112174,33.6411316,-117.9186689,,,
3227,427,CA,Costa Mesa,Cardiovascular disease deaths,black,190.3,California,112174,33.6411316,-117.9186689,,,
3228,427,CA,Costa Mesa,Cardiovascular disease deaths,female,166.7,California,112174,33.6411316,-117.9186689,,,
3229,427,CA,Costa Mesa,Cardiovascular disease deaths,hispanic,136.6,California,112174,33.6411316,-117.9186689,,,
3230,427,CA,Costa Mesa,Cardiovascular disease deaths,male,223.2,California,112174,33.6411316,-117.9186689,,,
3231,427,CA,Costa Mesa,Cardiovascular disease deaths,total population,192.4,California,112174,33.6411316,-117.9186689,,,
3232,427,CA,Costa Mesa,Cardiovascular disease deaths,white,183.8,California,112174,33.6411316,-117.9186689,,,
3233,224,CA,Daly City,Cardiovascular disease deaths,asian,114.0,California,104739,37.6879241,-122.4702079,,,
3234,224,CA,Daly City,Cardiovascular disease deaths,black,203.1,California,104739,37.6879241,-122.4702079,,,
3235,224,CA,Daly City,Cardiovascular disease deaths,female,135.9,California,104739,37.6879241,-122.4702079,,,
3236,224,CA,Daly City,Cardiovascular disease deaths,hispanic,109.7,California,104739,37.6879241,-122.4702079,,,
3237,224,CA,Daly City,Cardiovascular disease deaths,male,211.3,California,104739,37.6879241,-122.4702079,,,
3238,224,CA,Daly City,Cardiovascular disease deaths,total population,169.6,California,104739,37.6879241,-122.4702079,,,
3239,224,CA,Daly City,Cardiovascular disease deaths,white,138.4,California,104739,37.6879241,-122.4702079,,,
3240,958,CA,Downey,Cardiovascular disease deaths,asian,137.7,California,113242,33.9401088,-118.1331593,,,
3241,958,CA,Downey,Cardiovascular disease deaths,black,308.5,California,113242,33.9401088,-118.1331593,,,
3242,958,CA,Downey,Cardiovascular disease deaths,female,175.8,California,113242,33.9401088,-118.1331593,,,
3243,958,CA,Downey,Cardiovascular disease deaths,hispanic,160.6,California,113242,33.9401088,-118.1331593,,,
3244,958,CA,Downey,Cardiovascular disease deaths,male,253.4,California,113242,33.9401088,-118.1331593,,,
3245,958,CA,Downey,Cardiovascular disease deaths,total population,210.8,California,113242,33.9401088,-118.1331593,,,
3246,958,CA,Downey,Cardiovascular disease deaths,white,217.8,California,113242,33.9401088,-118.1331593,,,
3247,707,CA,El Cajon,Cardiovascular disease deaths,asian,121.1,California,102211,32.7947731,-116.9625269,,,
3248,707,CA,El Cajon,Cardiovascular disease deaths,black,239.5,California,102211,32.7947731,-116.9625269,,,
3249,707,CA,El Cajon,Cardiovascular disease deaths,female,290.6,California,102211,32.7947731,-116.9625269,,,
3250,707,CA,El Cajon,Cardiovascular disease deaths,hispanic,136.6,California,102211,32.7947731,-116.9625269,,,
3251,707,CA,El Cajon,Cardiovascular disease deaths,male,511.7,California,102211,32.7947731,-116.9625269,,,
3252,707,CA,El Cajon,Cardiovascular disease deaths,total population,378.7,California,102211,32.7947731,-116.9625269,,,
3253,707,CA,El Cajon,Cardiovascular disease deaths,white,171.5,California,102211,32.7947731,-116.9625269,,,
3254,531,CA,Elk Grove,Cardiovascular disease deaths,asian,161.6,California,161007,38.4087993,-121.3716178,,,
3255,531,CA,Elk Grove,Cardiovascular disease deaths,black,272.5,California,161007,38.4087993,-121.3716178,,,
3256,531,CA,Elk Grove,Cardiovascular disease deaths,female,149.1,California,161007,38.4087993,-121.3716178,,,
3257,531,CA,Elk Grove,Cardiovascular disease deaths,hispanic,151.2,California,161007,38.4087993,-121.3716178,,,
3258,531,CA,Elk Grove,Cardiovascular disease deaths,male,228.1,California,161007,38.4087993,-121.3716178,,,
3259,531,CA,Elk Grove,Cardiovascular disease deaths,total population,184.1,California,161007,38.4087993,-121.3716178,,,
3260,531,CA,Elk Grove,Cardiovascular disease deaths,white,207.6,California,161007,38.4087993,-121.3716178,,,
3261,232,CA,El Monte,Cardiovascular disease deaths,asian,137.7,California,115708,34.0686206,-118.0275667,,,
3262,232,CA,El Monte,Cardiovascular disease deaths,black,308.5,California,115708,34.0686206,-118.0275667,,,
3263,232,CA,El Monte,Cardiovascular disease deaths,female,115.7,California,115708,34.0686206,-118.0275667,,,
3264,232,CA,El Monte,Cardiovascular disease deaths,hispanic,160.6,California,115708,34.0686206,-118.0275667,,,
3265,232,CA,El Monte,Cardiovascular disease deaths,male,210.0,California,115708,34.0686206,-118.0275667,,,
3266,232,CA,El Monte,Cardiovascular disease deaths,total population,155.7,California,115708,34.0686206,-118.0275667,,,
3267,232,CA,El Monte,Cardiovascular disease deaths,white,217.8,California,115708,34.0686206,-118.0275667,,,
3268,211,CA,Escondido,Cardiovascular disease deaths,asian,121.1,California,148738,33.1192068,-117.086421,,,
3269,211,CA,Escondido,Cardiovascular disease deaths,black,239.5,California,148738,33.1192068,-117.086421,,,
3270,211,CA,Escondido,Cardiovascular disease deaths,female,185.4,California,148738,33.1192068,-117.086421,,,
3271,211,CA,Escondido,Cardiovascular disease deaths,hispanic,136.6,California,148738,33.1192068,-117.086421,,,
3272,211,CA,Escondido,Cardiovascular disease deaths,male,291.9,California,148738,33.1192068,-117.086421,,,
3273,211,CA,Escondido,Cardiovascular disease deaths,total population,229.2,California,148738,33.1192068,-117.086421,,,
3274,211,CA,Escondido,Cardiovascular disease deaths,white,171.5,California,148738,33.1192068,-117.086421,,,
3275,479,CA,Fairfield,Cardiovascular disease deaths,asian,126.3,California,109320,38.2493581,-122.0399663,,,
3276,479,CA,Fairfield,Cardiovascular disease deaths,black,220.4,California,109320,38.2493581,-122.0399663,,,
3277,479,CA,Fairfield,Cardiovascular disease deaths,female,162.1,California,109320,38.2493581,-122.0399663,,,
3278,479,CA,Fairfield,Cardiovascular disease deaths,hispanic,106.1,California,109320,38.2493581,-122.0399663,,,
3279,479,CA,Fairfield,Cardiovascular disease deaths,male,268.8,California,109320,38.2493581,-122.0399663,,,
3280,479,CA,Fairfield,Cardiovascular disease deaths,total population,203.0,California,109320,38.2493581,-122.0399663,,,
3281,479,CA,Fairfield,Cardiovascular disease deaths,white,180.4,California,109320,38.2493581,-122.0399663,,,
3282,573,CA,Folsom,Cardiovascular disease deaths,asian,161.6,California,73098,38.6779591,-121.1760583,,,
3283,573,CA,Folsom,Cardiovascular disease deaths,black,272.5,California,73098,38.6779591,-121.1760583,,,
3284,573,CA,Folsom,Cardiovascular disease deaths,female,157.9,California,73098,38.6779591,-121.1760583,,,
3285,573,CA,Folsom,Cardiovascular disease deaths,hispanic,151.2,California,73098,38.6779591,-121.1760583,,,
3286,573,CA,Folsom,Cardiovascular disease deaths,male,194.8,California,73098,38.6779591,-121.1760583,,,
3287,573,CA,Folsom,Cardiovascular disease deaths,total population,173.8,California,73098,38.6779591,-121.1760583,,,
3288,573,CA,Folsom,Cardiovascular disease deaths,white,207.6,California,73098,38.6779591,-121.1760583,,,
3289,502,CA,Fontana,Cardiovascular disease deaths,asian,131.0,California,203003,34.0922335,-117.435048,,,
3290,502,CA,Fontana,Cardiovascular disease deaths,black,278.3,California,203003,34.0922335,-117.435048,,,
3291,502,CA,Fontana,Cardiovascular disease deaths,female,168.3,California,203003,34.0922335,-117.435048,,,
3292,502,CA,Fontana,Cardiovascular disease deaths,hispanic,170.5,California,203003,34.0922335,-117.435048,,,
3293,502,CA,Fontana,Cardiovascular disease deaths,male,265.8,California,203003,34.0922335,-117.435048,,,
3294,502,CA,Fontana,Cardiovascular disease deaths,total population,209.7,California,203003,34.0922335,-117.435048,,,
3295,502,CA,Fontana,Cardiovascular disease deaths,white,267.5,California,203003,34.0922335,-117.435048,,,
3296,181,CA,Fremont,Cardiovascular disease deaths,asian,105.5,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3297,181,CA,Fremont,Cardiovascular disease deaths,black,232.0,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3298,181,CA,Fremont,Cardiovascular disease deaths,female,106.9,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3299,181,CA,Fremont,Cardiovascular disease deaths,hispanic,123.1,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3300,181,CA,Fremont,Cardiovascular disease deaths,male,174.0,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3301,181,CA,Fremont,Cardiovascular disease deaths,total population,134.3,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3302,181,CA,Fremont,Cardiovascular disease deaths,white,156.8,California,224922,37.5482697,-121.9885719,49.9,36.3,54.4
3303,834,CA,Fresno,Cardiovascular disease deaths,asian,201.7,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3304,834,CA,Fresno,Cardiovascular disease deaths,black,334.6,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3305,834,CA,Fresno,Cardiovascular disease deaths,female,248.8,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3306,834,CA,Fresno,Cardiovascular disease deaths,hispanic,175.7,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3307,834,CA,Fresno,Cardiovascular disease deaths,male,365.0,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3308,834,CA,Fresno,Cardiovascular disease deaths,total population,298.7,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3309,834,CA,Fresno,Cardiovascular disease deaths,white,239.1,California,509924,36.7468422,-119.7725868,46.6,33.1,58.1
3310,796,CA,Fullerton,Cardiovascular disease deaths,asian,120.2,California,138981,33.8703596,-117.9242966,,,
3311,796,CA,Fullerton,Cardiovascular disease deaths,black,190.3,California,138981,33.8703596,-117.9242966,,,
3312,796,CA,Fullerton,Cardiovascular disease deaths,female,165.7,California,138981,33.8703596,-117.9242966,,,
3313,796,CA,Fullerton,Cardiovascular disease deaths,hispanic,136.6,California,138981,33.8703596,-117.9242966,,,
3314,796,CA,Fullerton,Cardiovascular disease deaths,male,210.6,California,138981,33.8703596,-117.9242966,,,
3315,796,CA,Fullerton,Cardiovascular disease deaths,total population,187.8,California,138981,33.8703596,-117.9242966,,,
3316,796,CA,Fullerton,Cardiovascular disease deaths,white,183.8,California,138981,33.8703596,-117.9242966,,,
3317,939,CA,Garden Grove,Cardiovascular disease deaths,asian,120.2,California,175140,33.7739053,-117.9414477,,,
3318,939,CA,Garden Grove,Cardiovascular disease deaths,black,190.3,California,175140,33.7739053,-117.9414477,,,
3319,939,CA,Garden Grove,Cardiovascular disease deaths,female,157.0,California,175140,33.7739053,-117.9414477,,,
3320,939,CA,Garden Grove,Cardiovascular disease deaths,hispanic,136.6,California,175140,33.7739053,-117.9414477,,,
3321,939,CA,Garden Grove,Cardiovascular disease deaths,male,227.7,California,175140,33.7739053,-117.9414477,,,
3322,939,CA,Garden Grove,Cardiovascular disease deaths,total population,189.6,California,175140,33.7739053,-117.9414477,,,
3323,939,CA,Garden Grove,Cardiovascular disease deaths,white,183.8,California,175140,33.7739053,-117.9414477,,,
3324,858,CA,Glendale,Cardiovascular disease deaths,asian,137.7,California,196021,34.1425078,-118.255075,,,
3325,858,CA,Glendale,Cardiovascular disease deaths,black,308.5,California,196021,34.1425078,-118.255075,,,
3326,858,CA,Glendale,Cardiovascular disease deaths,female,139.5,California,196021,34.1425078,-118.255075,,,
3327,858,CA,Glendale,Cardiovascular disease deaths,hispanic,160.6,California,196021,34.1425078,-118.255075,,,
3328,858,CA,Glendale,Cardiovascular disease deaths,male,236.6,California,196021,34.1425078,-118.255075,,,
3329,858,CA,Glendale,Cardiovascular disease deaths,total population,180.9,California,196021,34.1425078,-118.255075,,,
3330,858,CA,Glendale,Cardiovascular disease deaths,white,217.8,California,196021,34.1425078,-118.255075,,,
3331,414,CA,Hawthorne,Cardiovascular disease deaths,asian,137.7,California,86199,33.9164032,-118.3525748,,,
3332,414,CA,Hawthorne,Cardiovascular disease deaths,black,308.5,California,86199,33.9164032,-118.3525748,,,
3333,414,CA,Hawthorne,Cardiovascular disease deaths,female,245.8,California,86199,33.9164032,-118.3525748,,,
3334,414,CA,Hawthorne,Cardiovascular disease deaths,hispanic,160.6,California,86199,33.9164032,-118.3525748,,,
3335,414,CA,Hawthorne,Cardiovascular disease deaths,male,377.7,California,86199,33.9164032,-118.3525748,,,
3336,414,CA,Hawthorne,Cardiovascular disease deaths,total population,300.1,California,86199,33.9164032,-118.3525748,,,
3337,414,CA,Hawthorne,Cardiovascular disease deaths,white,217.8,California,86199,33.9164032,-118.3525748,,,
3338,313,CA,Hayward,Cardiovascular disease deaths,asian,105.5,California,151574,37.6688205,-122.0807964,,,
3339,313,CA,Hayward,Cardiovascular disease deaths,black,232.0,California,151574,37.6688205,-122.0807964,,,
3340,313,CA,Hayward,Cardiovascular disease deaths,female,191.2,California,151574,37.6688205,-122.0807964,,,
3341,313,CA,Hayward,Cardiovascular disease deaths,hispanic,123.1,California,151574,37.6688205,-122.0807964,,,
3342,313,CA,Hayward,Cardiovascular disease deaths,male,248.4,California,151574,37.6688205,-122.0807964,,,
3343,313,CA,Hayward,Cardiovascular disease deaths,total population,216.0,California,151574,37.6688205,-122.0807964,,,
3344,313,CA,Hayward,Cardiovascular disease deaths,white,156.8,California,151574,37.6688205,-122.0807964,,,
3345,698,CA,Hemet,Cardiovascular disease deaths,asian,131.9,California,81750,33.7475203,-116.9719684,,,
3346,698,CA,Hemet,Cardiovascular disease deaths,black,279.6,California,81750,33.7475203,-116.9719684,,,
3347,698,CA,Hemet,Cardiovascular disease deaths,female,423.0,California,81750,33.7475203,-116.9719684,,,
3348,698,CA,Hemet,Cardiovascular disease deaths,hispanic,164.1,California,81750,33.7475203,-116.9719684,,,
3349,698,CA,Hemet,Cardiovascular disease deaths,male,624.6,California,81750,33.7475203,-116.9719684,,,
3350,698,CA,Hemet,Cardiovascular disease deaths,total population,515.2,California,81750,33.7475203,-116.9719684,,,
3351,698,CA,Hemet,Cardiovascular disease deaths,white,228.3,California,81750,33.7475203,-116.9719684,,,
3352,638,CA,Hesperia,Cardiovascular disease deaths,asian,131.0,California,92147,34.4263886,-117.3008784,,,
3353,638,CA,Hesperia,Cardiovascular disease deaths,black,278.3,California,92147,34.4263886,-117.3008784,,,
3354,638,CA,Hesperia,Cardiovascular disease deaths,female,261.6,California,92147,34.4263886,-117.3008784,,,
3355,638,CA,Hesperia,Cardiovascular disease deaths,hispanic,170.5,California,92147,34.4263886,-117.3008784,,,
3356,638,CA,Hesperia,Cardiovascular disease deaths,male,354.7,California,92147,34.4263886,-117.3008784,,,
3357,638,CA,Hesperia,Cardiovascular disease deaths,total population,299.0,California,92147,34.4263886,-117.3008784,,,
3358,638,CA,Hesperia,Cardiovascular disease deaths,white,267.5,California,92147,34.4263886,-117.3008784,,,
3359,975,CA,Huntington Beach,Cardiovascular disease deaths,asian,120.2,California,197575,33.660297,-117.9992265,,,
3360,975,CA,Huntington Beach,Cardiovascular disease deaths,black,190.3,California,197575,33.660297,-117.9992265,,,
3361,975,CA,Huntington Beach,Cardiovascular disease deaths,female,152.1,California,197575,33.660297,-117.9992265,,,
3362,975,CA,Huntington Beach,Cardiovascular disease deaths,hispanic,136.6,California,197575,33.660297,-117.9992265,,,
3363,975,CA,Huntington Beach,Cardiovascular disease deaths,male,228.5,California,197575,33.660297,-117.9992265,,,
3364,975,CA,Huntington Beach,Cardiovascular disease deaths,total population,186.0,California,197575,33.660297,-117.9992265,,,
3365,975,CA,Huntington Beach,Cardiovascular disease deaths,white,183.8,California,197575,33.660297,-117.9992265,,,
3366,124,CA,Indio,Cardiovascular disease deaths,asian,131.9,California,83539,33.7205771,-116.2155619,,,
3367,124,CA,Indio,Cardiovascular disease deaths,black,279.6,California,83539,33.7205771,-116.2155619,,,
3368,124,CA,Indio,Cardiovascular disease deaths,female,195.5,California,83539,33.7205771,-116.2155619,,,
3369,124,CA,Indio,Cardiovascular disease deaths,hispanic,164.1,California,83539,33.7205771,-116.2155619,,,
3370,124,CA,Indio,Cardiovascular disease deaths,male,240.2,California,83539,33.7205771,-116.2155619,,,
3371,124,CA,Indio,Cardiovascular disease deaths,total population,217.0,California,83539,33.7205771,-116.2155619,,,
3372,124,CA,Indio,Cardiovascular disease deaths,white,228.3,California,83539,33.7205771,-116.2155619,,,
3373,535,CA,Inglewood,Cardiovascular disease deaths,asian,137.7,California,111542,33.9616801,-118.3531311,,,
3374,535,CA,Inglewood,Cardiovascular disease deaths,black,308.5,California,111542,33.9616801,-118.3531311,,,
3375,535,CA,Inglewood,Cardiovascular disease deaths,female,222.0,California,111542,33.9616801,-118.3531311,,,
3376,535,CA,Inglewood,Cardiovascular disease deaths,hispanic,160.6,California,111542,33.9616801,-118.3531311,,,
3377,535,CA,Inglewood,Cardiovascular disease deaths,male,433.7,California,111542,33.9616801,-118.3531311,,,
3378,535,CA,Inglewood,Cardiovascular disease deaths,total population,295.3,California,111542,33.9616801,-118.3531311,,,
3379,535,CA,Inglewood,Cardiovascular disease deaths,white,217.8,California,111542,33.9616801,-118.3531311,,,
3380,811,CA,Irvine,Cardiovascular disease deaths,asian,120.2,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3381,811,CA,Irvine,Cardiovascular disease deaths,black,190.3,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3382,811,CA,Irvine,Cardiovascular disease deaths,female,103.6,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3383,811,CA,Irvine,Cardiovascular disease deaths,hispanic,136.6,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3384,811,CA,Irvine,Cardiovascular disease deaths,male,153.9,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3385,811,CA,Irvine,Cardiovascular disease deaths,total population,125.5,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3386,811,CA,Irvine,Cardiovascular disease deaths,white,183.8,California,236716,33.6839473,-117.7946942,43.2,25.7,69.5
3387,993,CA,Lake Forest,Cardiovascular disease deaths,asian,120.2,California,79312,33.6469661,-117.689218,,,
3388,993,CA,Lake Forest,Cardiovascular disease deaths,black,190.3,California,79312,33.6469661,-117.689218,,,
3389,993,CA,Lake Forest,Cardiovascular disease deaths,female,170.0,California,79312,33.6469661,-117.689218,,,
3390,993,CA,Lake Forest,Cardiovascular disease deaths,hispanic,136.6,California,79312,33.6469661,-117.689218,,,
3391,993,CA,Lake Forest,Cardiovascular disease deaths,male,179.0,California,79312,33.6469661,-117.689218,,,
3392,993,CA,Lake Forest,Cardiovascular disease deaths,total population,176.3,California,79312,33.6469661,-117.689218,,,
3393,993,CA,Lake Forest,Cardiovascular disease deaths,white,183.8,California,79312,33.6469661,-117.689218,,,
3394,704,CA,Lakewood,Cardiovascular disease deaths,asian,137.7,California,81121,33.8536269,-118.1339563,,,
3395,704,CA,Lakewood,Cardiovascular disease deaths,black,308.5,California,81121,33.8536269,-118.1339563,,,
3396,704,CA,Lakewood,Cardiovascular disease deaths,female,198.0,California,81121,33.8536269,-118.1339563,,,
3397,704,CA,Lakewood,Cardiovascular disease deaths,hispanic,160.6,California,81121,33.8536269,-118.1339563,,,
3398,704,CA,Lakewood,Cardiovascular disease deaths,male,270.5,California,81121,33.8536269,-118.1339563,,,
3399,704,CA,Lakewood,Cardiovascular disease deaths,total population,229.3,California,81121,33.8536269,-118.1339563,,,
3400,704,CA,Lakewood,Cardiovascular disease deaths,white,217.8,California,81121,33.8536269,-118.1339563,,,
3401,822,CA,Lancaster,Cardiovascular disease deaths,asian,137.7,California,159523,34.6867846,-118.1541632,,,
3402,822,CA,Lancaster,Cardiovascular disease deaths,black,308.5,California,159523,34.6867846,-118.1541632,,,
3403,822,CA,Lancaster,Cardiovascular disease deaths,female,290.3,California,159523,34.6867846,-118.1541632,,,
3404,822,CA,Lancaster,Cardiovascular disease deaths,hispanic,160.6,California,159523,34.6867846,-118.1541632,,,
3405,822,CA,Lancaster,Cardiovascular disease deaths,male,476.7,California,159523,34.6867846,-118.1541632,,,
3406,822,CA,Lancaster,Cardiovascular disease deaths,total population,363.5,California,159523,34.6867846,-118.1541632,,,
3407,822,CA,Lancaster,Cardiovascular disease deaths,white,217.8,California,159523,34.6867846,-118.1541632,,,
3408,589,CA,Livermore,Cardiovascular disease deaths,asian,105.5,California,85156,37.6818745,-121.7680088,,,
3409,589,CA,Livermore,Cardiovascular disease deaths,black,232.0,California,85156,37.6818745,-121.7680088,,,
3410,589,CA,Livermore,Cardiovascular disease deaths,female,145.0,California,85156,37.6818745,-121.7680088,,,
3411,589,CA,Livermore,Cardiovascular disease deaths,hispanic,123.1,California,85156,37.6818745,-121.7680088,,,
3412,589,CA,Livermore,Cardiovascular disease deaths,male,193.5,California,85156,37.6818745,-121.7680088,,,
3413,589,CA,Livermore,Cardiovascular disease deaths,total population,165.8,California,85156,37.6818745,-121.7680088,,,
3414,589,CA,Livermore,Cardiovascular disease deaths,white,156.8,California,85156,37.6818745,-121.7680088,,,
3415,470,CA,Long Beach,Cardiovascular disease deaths,asian,137.7,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3416,470,CA,Long Beach,Cardiovascular disease deaths,black,308.5,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3417,470,CA,Long Beach,Cardiovascular disease deaths,female,220.3,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3418,470,CA,Long Beach,Cardiovascular disease deaths,hispanic,160.6,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3419,470,CA,Long Beach,Cardiovascular disease deaths,male,314.0,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3420,470,CA,Long Beach,Cardiovascular disease deaths,total population,263.1,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3421,470,CA,Long Beach,Cardiovascular disease deaths,white,217.8,California,469428,33.7700504,-118.1937395,73.3,48.9,70.1
3422,953,CA,Los Angeles,Cardiovascular disease deaths,asian,137.7,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3423,953,CA,Los Angeles,Cardiovascular disease deaths,black,308.5,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3424,953,CA,Los Angeles,Cardiovascular disease deaths,female,172.0,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3425,953,CA,Los Angeles,Cardiovascular disease deaths,hispanic,160.6,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3426,953,CA,Los Angeles,Cardiovascular disease deaths,male,269.2,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3427,953,CA,Los Angeles,Cardiovascular disease deaths,total population,215.1,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3428,953,CA,Los Angeles,Cardiovascular disease deaths,white,217.8,California,3884307,34.0522342,-118.2436849,68.6,52.9,58.7
3429,940,CA,Lynwood,Cardiovascular disease deaths,asian,137.7,California,71371,33.930293,-118.2114603,,,
3430,940,CA,Lynwood,Cardiovascular disease deaths,black,308.5,California,71371,33.930293,-118.2114603,,,
3431,940,CA,Lynwood,Cardiovascular disease deaths,female,185.0,California,71371,33.930293,-118.2114603,,,
3432,940,CA,Lynwood,Cardiovascular disease deaths,hispanic,160.6,California,71371,33.930293,-118.2114603,,,
